real dist,test,train,dist,neighbor number 
25383.563166,4994.tif,12_10.tif,6184.58818354,1
25384.1244679,1715.tif,12_10.tif,6225.55724413,1
25386.2100952,5236.tif,12_10.tif,6184.944543,1
25387.0650135,4106.tif,24_28.tif,6168.25404795,1
25387.8399436,2150.tif,25_15.tif,6140.56218925,1
25388.4600163,4750.tif,12_10.tif,6185.887891,1
25388.5228991,4742.tif,12_10.tif,6185.94051054,1
25388.5358381,2114.tif,12_10.tif,6185.91230135,1
25388.8245691,2646.tif,12_10.tif,6205.42697967,1
25389.5879644,1372.tif,12_10.tif,6200.32418507,1
25392.4054788,3957.tif,25_3.tif,6184.75197563,1
25393.495427,3370.tif,12_118.tif,6144.81919994,1
25394.2779185,1664.tif,12_10.tif,6186.54030941,1
25394.7429599,2967.tif,12_10.tif,6186.69216949,1
25397.9103274,2467.tif,12_10.tif,6247.80545472,1
25401.4767484,1228.tif,12_10.tif,6194.7199291,1
25402.1554007,2952.tif,27_35.tif,6199.36561271,1
25402.9179426,3502.tif,12_10.tif,6191.78996737,1
25403.0567649,2282.tif,12_10.tif,6203.93915186,1
25403.1131557,217.tif,12_10.tif,6194.27986129,1
25407.1776079,3494.tif,12_10.tif,6235.29173335,1
25408.1588471,1867.tif,12_10.tif,6200.7964811,1
25408.252006,5060.tif,27_35.tif,6149.29004032,1
25408.7664203,1716.tif,12_10.tif,6200.6708508,1
25410.3779193,4417.tif,12_10.tif,6233.65775448,1
25412.8850389,1581.tif,25_37.tif,6185.3032262,1
25414.3276126,3254.tif,24_19.tif,6157.02606784,1
25417.353265,2964.tif,12_10.tif,6222.99236702,1
25417.7192132,1301.tif,12_10.tif,6211.80891528,1
25420.2761983,2468.tif,5_73.tif,6089.58726023,1
25420.4737957,4536.tif,35_100.tif,6129.80146497,1
25420.6295752,3106.tif,12_10.tif,6207.89175163,1
25421.6626522,806.tif,12_10.tif,6179.78106408,1
25425.1669021,2349.tif,25_3.tif,6162.93420377,1
25426.0134705,1661.tif,12_10.tif,6171.77940306,1
25428.3489633,2915.tif,12_10.tif,6229.15708583,1
25428.7674298,1757.tif,12_90.tif,6158.43105019,1
25430.5300771,443.tif,12_10.tif,6198.39382421,1
25431.1756118,4989.tif,12_90.tif,6161.60336276,1
25433.1086382,2890.tif,12_10.tif,6247.00600288,1
25438.2309133,3733.tif,12_10.tif,6190.95154237,1
25438.2731332,1323.tif,12_10.tif,6189.19243521,1
25439.6601589,5202.tif,12_10.tif,6188.94045859,1
25441.3326498,3436.tif,12_10.tif,6203.2197285,1
25441.9211539,1641.tif,26_98.tif,6137.72180862,1
25442.7498317,2323.tif,12_10.tif,6222.37840379,1
25445.4807186,4019.tif,12_10.tif,6204.33122907,1
25446.5727358,4234.tif,12_90.tif,6194.78345061,1
25447.5142597,3990.tif,35_74.tif,6166.66165766,1
25448.9133363,925.tif,12_10.tif,6201.22334705,1
25450.7438791,768.tif,12_10.tif,6207.14475423,1
25454.0073662,3779.tif,12_10.tif,6224.13062202,1
25454.101752,3824.tif,25_3.tif,6191.7132524,1
25457.284596,5187.tif,35_119.tif,6135.0537895,1
25458.552944,3574.tif,12_90.tif,6200.91162653,1
25469.2266078,2266.tif,12_10.tif,6190.30734294,1
25472.6732205,4073.tif,12_10.tif,6250.31343214,1
25475.7574568,1949.tif,24_70.tif,6183.45704279,1
25476.7347005,2591.tif,24_19.tif,6201.69041472,1
25477.5261358,1122.tif,12_10.tif,6218.30628065,1
25478.0668811,5333.tif,12_10.tif,6198.80972446,1
25478.2747454,4272.tif,12_10.tif,6250.5024598,1
25478.4827649,4028.tif,12_10.tif,6217.90270107,1
25478.9389104,3066.tif,12_10.tif,6267.17599881,1
25478.9819459,4404.tif,12_10.tif,6222.02057213,1
25481.0233115,3590.tif,12_10.tif,6207.04873511,1
25481.4677952,624.tif,24_19.tif,6231.56336725,1
25488.872631,4725.tif,12_10.tif,6230.21476355,1
25489.6801471,2785.tif,24_19.tif,6184.47321928,1
25490.7936322,4402.tif,12_10.tif,6241.22600136,1
25491.3092249,1373.tif,27_35.tif,6232.11721648,1
25493.9513022,4667.tif,12_10.tif,6207.99194587,1
25494.027379,3626.tif,19_52.tif,6130.74147229,1
25498.5747445,85.tif,12_10.tif,6277.97395662,1
25499.1915166,2160.tif,35_74.tif,6175.74197971,1
25499.2764015,2418.tif,35_74.tif,6175.76618728,1
25499.5828985,2831.tif,35_74.tif,6175.86495966,1
25500.2845474,74.tif,12_10.tif,6232.89515394,1
25500.3514093,3264.tif,12_10.tif,6284.19963082,1
25500.8596718,1503.tif,25_75.tif,6211.74862659,1
25503.786464,534.tif,33_120.tif,6213.19660078,1
25508.7429326,1856.tif,24_19.tif,6204.05101526,1
25510.1254995,1175.tif,12_10.tif,6216.02815309,1
25510.3341413,3845.tif,12_10.tif,6250.29631298,1
25510.5859204,1805.tif,12_10.tif,6228.64752575,1
25511.3422422,3416.tif,24_113.tif,6161.11483418,1
25513.9558085,3002.tif,25_15.tif,6168.45069689,1
25519.5470963,677.tif,12_10.tif,6216.65030382,1
25521.4998384,2620.tif,12_10.tif,6249.377489,1
25527.2867732,1292.tif,12_10.tif,6252.96209808,1
25527.6581182,2203.tif,12_10.tif,6269.7487988,1
25528.5903449,1181.tif,12_10.tif,6160.7979191,1
25528.8268042,4237.tif,12_10.tif,6258.57675514,1
25529.8626514,1177.tif,24_19.tif,6229.406312,1
25530.5597079,3965.tif,19_52.tif,6194.81718859,1
25531.6461083,4486.tif,25_37.tif,6205.91717637,1
25532.7036563,3372.tif,12_10.tif,6244.03875709,1
25533.7521528,444.tif,12_10.tif,6250.86290043,1
25535.1954956,4540.tif,24_19.tif,6194.44549576,1
25537.2541985,4953.tif,12_90.tif,6186.43790885,1
25537.9013625,3062.tif,12_10.tif,6222.55936091,1
25544.8798392,2821.tif,24_19.tif,6191.54875617,1
25550.0242661,3996.tif,12_10.tif,6226.19016735,1
25551.2117325,5002.tif,12_10.tif,6226.48849674,1
25551.3995703,286.tif,12_10.tif,6226.60356856,1
25551.4654961,2514.tif,12_10.tif,6226.60027623,1
25551.4654961,4489.tif,12_10.tif,6226.60027623,1
25551.4678248,2284.tif,12_10.tif,6226.60027623,1
25551.7811317,2678.tif,19_54.tif,6199.13348784,1
25551.9080501,4001.tif,12_10.tif,6240.58114281,1
25552.7684214,301.tif,12_10.tif,6202.13785722,1
25553.0079834,1455.tif,12_10.tif,6268.57687199,1
25554.29234,5230.tif,24_118.tif,6233.69200394,1
25557.8317351,1591.tif,24_19.tif,6224.25433285,1
25559.8025031,3933.tif,19_52.tif,6189.53172704,1
25560.0829224,381.tif,12_10.tif,6238.84444429,1
25561.8952936,5259.tif,12_10.tif,6209.49216925,1
25567.8811598,5477.tif,12_10.tif,6274.79680946,1
25568.1351686,1413.tif,12_10.tif,6248.97887658,1
25571.6952704,1275.tif,12_10.tif,6231.3078884,1
25576.8342451,1961.tif,12_10.tif,6210.77177169,1
25578.7094084,5281.tif,27_35.tif,6243.3417334,1
25579.2604858,1085.tif,35_90.tif,6194.81646217,1
25579.7556478,5367.tif,12_10.tif,6242.09251774,1
25580.296734,2138.tif,12_118.tif,6267.63057303,1
25581.113326,2196.tif,12_10.tif,6268.03087102,1
25581.191665,3851.tif,24_19.tif,6245.97422345,1
25582.9957784,2657.tif,12_10.tif,6284.45017484,1
25585.8812825,799.tif,24_113.tif,6174.97255055,1
25586.8859379,83.tif,12_10.tif,6247.09716588,1
25588.2170539,4837.tif,12_10.tif,6210.2323628,1
25588.6798018,1890.tif,12_10.tif,6247.56776674,1
25589.0557856,1830.tif,12_90.tif,6214.4448666,1
25593.8755955,226.tif,12_10.tif,6244.17720761,1
25595.5774891,4432.tif,12_10.tif,6296.82888445,1
25595.944503,3298.tif,12_10.tif,6281.4400419,1
25597.3805886,3342.tif,35_101.tif,6223.58674721,1
25599.2009836,222.tif,19_52.tif,6197.50788624,1
25601.7362497,2603.tif,12_10.tif,6282.61784609,1
25601.7975736,905.tif,12_90.tif,6179.32698601,1
25602.1656311,2453.tif,12_10.tif,6297.61184895,1
25606.5901869,169.tif,35_2.tif,6198.27935802,1
25606.6174845,2315.tif,12_10.tif,6269.2931021,1
25608.2296538,4604.tif,12_10.tif,6263.57429907,1
25608.7244509,4538.tif,35_74.tif,6232.46460078,1
25611.2202169,2581.tif,12_10.tif,6275.62642292,1
25612.8857023,1739.tif,25_15.tif,6204.83190747,1
25612.9573654,339.tif,12_10.tif,6248.49821957,1
25614.8424746,4788.tif,12_118.tif,6198.86763853,1
25621.994614,4675.tif,25_15.tif,6206.60494957,1
25623.293953,1407.tif,12_118.tif,6190.25467974,1
25630.0394264,4726.tif,25_50.tif,6224.4674471,1
25631.9592696,4654.tif,24_66.tif,6224.5974167,1
25633.8010252,1766.tif,12_10.tif,6288.35646254,1
25634.2302401,4358.tif,12_10.tif,6281.67533386,1
25636.4498712,3546.tif,12_10.tif,6245.35787605,1
25637.0315559,3475.tif,12_10.tif,6233.96575223,1
25637.4020135,508.tif,12_15.tif,6270.21953364,1
25639.6376924,2756.tif,12_94.tif,6227.40844975,1
25640.5583988,2980.tif,26_102.tif,6194.16257455,1
25641.0939704,1019.tif,12_10.tif,6297.28941688,1
25642.9597551,474.tif,24_19.tif,6240.69266989,1
25643.1980845,1517.tif,12_10.tif,6241.76104958,1
25644.9079741,835.tif,12_10.tif,6234.37791604,1
25646.1389687,2754.tif,24_19.tif,6241.01201729,1
25647.0413108,1563.tif,12_118.tif,6197.64729555,1
25647.9352385,4231.tif,12_10.tif,6225.35790136,1
25651.7461199,5161.tif,12_90.tif,6206.43158345,1
25655.390038,2373.tif,25_50.tif,6202.82975746,1
25659.4051178,2474.tif,26_102.tif,6219.14753001,1
25663.1041965,2866.tif,12_10.tif,6283.14936954,1
25664.1786543,5487.tif,18_12.tif,6207.55596028,1
25664.8195201,5156.tif,12_10.tif,6268.47916165,1
25664.9030195,4249.tif,25_50.tif,6185.65000626,1
25665.1838684,2025.tif,12_118.tif,6196.79304157,1
25670.0524152,2201.tif,24_19.tif,6252.46071559,1
25671.6958147,976.tif,19_52.tif,6187.93083349,1
25672.7032079,123.tif,24_19.tif,6269.41584201,1
25674.8707105,746.tif,12_10.tif,6304.93917496,1
25674.9148976,3306.tif,12_118.tif,6198.44698291,1
25678.4784791,3886.tif,12_10.tif,6228.78680001,1
25680.2267708,4120.tif,12_10.tif,6293.34569208,1
25680.9548693,150.tif,12_10.tif,6281.20036299,1
25682.2933361,4865.tif,12_10.tif,6293.56433192,1
25684.8491917,1064.tif,24_70.tif,6250.63620762,1
25685.2794807,2675.tif,19_52.tif,6193.98264447,1
25686.017091,810.tif,12_10.tif,6286.65419758,1
25687.4147784,4216.tif,12_10.tif,6337.50069034,1
25687.7562858,1058.tif,25_50.tif,6235.15452896,1
25691.6754027,1240.tif,27_35.tif,6251.40904117,1
25696.8423352,2892.tif,25_50.tif,6262.03481306,1
25699.960428,2173.tif,42_33.tif,6264.88323914,1
25704.6363717,4653.tif,12_10.tif,6267.453151,1
25705.4502003,688.tif,25_105.tif,6231.95330534,1
25707.5070553,122.tif,12_10.tif,6293.45485405,1
25708.3712047,307.tif,12_10.tif,6237.87511898,1
25708.4056876,4096.tif,12_10.tif,6316.12183226,1
25710.8774257,1263.tif,25_3.tif,6241.35417998,1
25713.3206724,1586.tif,25_91.tif,6262.32416919,1
25713.7981636,4242.tif,12_10.tif,6318.61179374,1
25714.57295,2430.tif,25_3.tif,6249.25115514,1
25716.7599825,3842.tif,12_10.tif,6266.63601943,1
25717.0032274,615.tif,12_10.tif,6281.49408978,1
25719.3151347,2707.tif,12_10.tif,6306.2762388,1
25719.4662658,3121.tif,19_52.tif,6229.42212408,1
25724.4052604,734.tif,24_19.tif,6268.29825391,1
25728.1237559,38.tif,24_19.tif,6302.82333562,1
25730.1737071,1537.tif,12_10.tif,6270.02599676,1
25730.8692624,447.tif,27_35.tif,6246.38071206,1
25733.4678775,3782.tif,25_3.tif,6233.35367198,1
25735.1222068,4751.tif,25_50.tif,6275.97689607,1
25740.0047397,2417.tif,12_10.tif,6285.68214277,1
25744.7599717,3166.tif,12_10.tif,6270.22814577,1
25749.3386905,2576.tif,12_10.tif,6300.12666539,1
25750.2238631,33.tif,24_19.tif,6268.79501978,1
25751.0790065,4022.tif,12_10.tif,6330.52446484,1
25751.4451439,1149.tif,12_10.tif,6239.23520954,1
25751.7905591,2928.tif,12_10.tif,6267.27803755,1
25753.2545904,777.tif,12_10.tif,6318.84483114,1
25754.1335711,305.tif,12_10.tif,6318.49515312,1
25754.2536681,275.tif,24_19.tif,6247.89044398,1
25755.2257804,2744.tif,12_10.tif,6285.65668805,1
25755.310268,5222.tif,12_10.tif,6283.13401099,1
25755.9312392,4840.tif,12_10.tif,6321.63357053,1
25757.0926931,675.tif,24_19.tif,6278.70735104,1
25758.2899665,1297.tif,12_10.tif,6244.5545878,1
25758.3703483,2530.tif,12_77.tif,6261.92989421,1
25760.9659369,706.tif,19_52.tif,6213.35344239,1
25762.3512514,3056.tif,12_10.tif,6316.86544102,1
25763.5053904,79.tif,24_19.tif,6288.76848039,1
25768.6573379,132.tif,25_15.tif,6237.52819633,1
25769.8857778,1906.tif,24_28.tif,6277.34569703,1
25770.0631354,1440.tif,12_10.tif,6319.55275316,1
25770.9499049,1102.tif,25_50.tif,6258.81897805,1
25779.3967928,636.tif,25_50.tif,6219.89573868,1
25780.5745475,1198.tif,25_15.tif,6276.53096862,1
25782.0837405,5396.tif,24_19.tif,6286.91601662,1
25782.7610236,3360.tif,24_19.tif,6278.53334784,1
25786.7098134,2338.tif,24_19.tif,6252.27198705,1
25786.9042151,281.tif,24_19.tif,6295.13550291,1
25787.5086621,1364.tif,12_10.tif,6299.41433786,1
25787.5850362,5008.tif,12_10.tif,6283.83282718,1
25788.7825033,775.tif,12_10.tif,6333.86785464,1
25789.710642,2988.tif,12_10.tif,6333.79972844,1
25795.8674985,4869.tif,35_90.tif,6278.24553518,1
25796.6148942,2037.tif,24_19.tif,6289.26919443,1
25797.2248314,4190.tif,12_10.tif,6329.68845995,1
25797.5010611,5086.tif,24_19.tif,6239.03486126,1
25800.4996657,728.tif,34_78.tif,6215.2359569,1
25800.8152197,4466.tif,33_120.tif,6272.73608563,1
25801.9411091,3293.tif,12_10.tif,6331.01160953,1
25804.5255915,5391.tif,24_19.tif,6291.4241631,1
25807.793106,4126.tif,24_19.tif,6273.84602935,1
25809.9854707,878.tif,25_15.tif,6259.06079216,1
25813.7328374,4260.tif,12_10.tif,6319.80846229,1
25817.7880733,3604.tif,35_74.tif,6245.44738189,1
25818.2370428,5022.tif,12_10.tif,6328.26642928,1
25819.28719,2426.tif,31_7.tif,6259.98011179,1
25821.0982144,4333.tif,31_44.tif,6277.56282326,1
25821.6110845,2723.tif,25_37.tif,6260.20558768,1
25822.0620981,1933.tif,18_12.tif,6247.14334716,1
25823.2293294,4305.tif,12_10.tif,6326.19941197,1
25824.3587917,1464.tif,12_10.tif,6295.49275276,1
25824.5677215,3673.tif,31_44.tif,6252.38938327,1
25825.0851886,3940.tif,12_10.tif,6343.81588636,1
25827.2157423,1471.tif,12_10.tif,6305.67561804,1
25830.4091334,3148.tif,8_27.tif,6352.38632326,1
25830.8855442,1635.tif,25_50.tif,6274.8843814,1
25833.1145432,1111.tif,24_19.tif,6256.99128975,1
25833.8092042,2607.tif,24_113.tif,6258.96524994,1
25833.8136751,5451.tif,27_35.tif,6276.69594612,1
25834.2108647,387.tif,12_118.tif,6249.33060415,1
25834.2711335,5373.tif,12_10.tif,6269.98524719,1
25836.491693,400.tif,31_7.tif,6246.33164345,1
25837.3804593,2539.tif,12_19.tif,6298.74495435,1
25837.4529317,5165.tif,12_10.tif,6301.59241779,1
25838.0820302,4290.tif,12_10.tif,6326.93614635,1
25838.1413999,1304.tif,25_15.tif,6277.41658646,1
25838.5631953,4341.tif,19_52.tif,6257.91650631,1
25839.6769523,4619.tif,12_10.tif,6323.89903461,1
25842.2535395,3428.tif,12_10.tif,6294.88601962,1
25843.4931462,5055.tif,19_52.tif,6260.61386767,1
25843.8115029,313.tif,12_10.tif,6365.99560163,1
25844.6840956,180.tif,12_118.tif,6249.52454192,1
25847.4174725,3758.tif,12_10.tif,6306.39786249,1
25856.3918597,3041.tif,12_10.tif,6336.49469344,1
25857.018757,3585.tif,24_19.tif,6246.67871753,1
25857.2550361,273.tif,32_8.tif,6330.34043318,1
25860.7749111,4082.tif,12_10.tif,6334.95074961,1
25861.491875,3884.tif,35_74.tif,6276.71554238,1
25863.3591592,1677.tif,12_10.tif,6333.17258568,1
25863.6886,2685.tif,31_7.tif,6251.20964294,1
25864.1059965,58.tif,12_10.tif,6361.56608077,1
25864.2799436,2018.tif,25_37.tif,6268.78026413,1
25864.9754688,5180.tif,12_10.tif,6341.49572262,1
25865.4235805,5505.tif,12_10.tif,6317.97926556,1
25866.901032,4211.tif,12_10.tif,6310.83140323,1
25867.6255385,3142.tif,12_10.tif,6348.77673257,1
25871.8508229,1033.tif,12_10.tif,6306.82035577,1
25873.2816434,3932.tif,35_74.tif,6260.91439009,1
25876.4370036,2116.tif,12_10.tif,6291.16467755,1
25876.8370169,1717.tif,35_69.tif,6277.89869303,1
25876.9648529,2324.tif,12_10.tif,6311.57563529,1
25879.6464814,4431.tif,24_19.tif,6299.04246692,1
25881.9136657,3660.tif,26_98.tif,6239.37817415,1
25882.0223514,216.tif,25_3.tif,6288.61463281,1
25884.6017547,3713.tif,12_10.tif,6323.98323843,1
25886.7588933,3265.tif,25_36.tif,6282.25118887,1
25888.2955986,5090.tif,12_10.tif,6336.24628625,1
25888.6642375,3221.tif,35_74.tif,6278.34277497,1
25889.2586221,5095.tif,19_52.tif,6265.73172104,1
25889.3285544,5432.tif,12_10.tif,6360.66277993,1
25892.3167754,2779.tif,12_10.tif,6289.3833561,1
25892.3355455,2383.tif,25_15.tif,6286.21857717,1
25893.893759,1344.tif,12_10.tif,6336.43054093,1
25895.9413229,4824.tif,24_19.tif,6299.14406884,1
25897.2222835,30.tif,12_10.tif,6325.15873319,1
25898.3584422,890.tif,12_10.tif,6301.00547532,1
25899.3870005,3280.tif,12_10.tif,6338.42914293,1
25899.717122,3968.tif,12_10.tif,6315.19651317,1
25901.1465383,2092.tif,27_35.tif,6286.84825648,1
25905.2244924,1999.tif,12_10.tif,6330.56016479,1
25908.0515863,1852.tif,12_10.tif,6306.13074714,1
25908.6560632,4324.tif,24_19.tif,6302.92455928,1
25910.8073977,3006.tif,24_19.tif,6296.01802729,1
25911.6375592,3603.tif,12_10.tif,6316.99905018,1
25916.5617125,1943.tif,25_15.tif,6271.18920142,1
25916.7540792,111.tif,24_19.tif,6294.11336091,1
25918.5147723,2240.tif,12_10.tif,6349.24042701,1
25919.3455936,2001.tif,24_19.tif,6313.08672521,1
25922.8100907,2638.tif,24_70.tif,6296.08823,1
25924.6955816,820.tif,12_10.tif,6343.46782131,1
25924.9755255,3627.tif,35_74.tif,6338.41660038,1
25925.8802358,317.tif,12_10.tif,6301.06681444,1
25926.0448391,5179.tif,12_10.tif,6327.39180073,1
25926.1502156,1823.tif,25_15.tif,6284.19883517,1
25926.9219153,3493.tif,25_50.tif,6310.1522961,1
25928.604976,5192.tif,12_10.tif,6320.78998227,1
25930.6841213,2248.tif,33_120.tif,6316.14170202,1
25931.3320136,1266.tif,32_8.tif,6344.65097543,1
25933.9035434,716.tif,24_19.tif,6308.88611405,1
25935.0446693,725.tif,24_19.tif,6317.53543718,1
25935.7816732,3732.tif,26_98.tif,6235.34922839,1
25938.5815919,3540.tif,12_10.tif,6327.93426009,1
25939.959599,2177.tif,35_74.tif,6263.23231247,1
25941.4299143,1067.tif,24_19.tif,6269.92408248,1
25942.6317478,4189.tif,12_10.tif,6353.91446275,1
25943.3679579,1239.tif,35_74.tif,6260.10295442,1
25945.5662301,2976.tif,12_10.tif,6372.11448422,1
25946.4820544,3028.tif,35_74.tif,6260.32634932,1
25947.9542546,2432.tif,12_10.tif,6345.69074254,1
25948.4450401,5318.tif,12_10.tif,6364.49471679,1
25949.8090744,1979.tif,24_19.tif,6359.64000553,1
25950.4737914,136.tif,35_74.tif,6278.07581987,1
25950.5108428,2152.tif,24_28.tif,6302.58201057,1
25953.3750599,1055.tif,12_10.tif,6318.70421843,1
25953.4779172,516.tif,25_50.tif,6271.81010554,1
25953.8749901,2705.tif,24_19.tif,6321.16484518,1
25953.9261384,1121.tif,35_74.tif,6299.0721539,1
25954.4312787,3644.tif,12_10.tif,6344.52693272,1
25955.3304352,4448.tif,26_102.tif,6303.69328251,1
25956.3982286,3495.tif,12_10.tif,6330.47288913,1
25957.2094224,3937.tif,12_10.tif,6344.21799752,1
25958.3195527,2059.tif,12_10.tif,6329.45771769,1
25960.4427351,3291.tif,26_98.tif,6239.99214743,1
25962.1196746,1162.tif,24_19.tif,6306.26077799,1
25965.7582019,2459.tif,26_98.tif,6253.27570158,1
25965.8625122,2127.tif,19_52.tif,6283.64901948,1
25966.5958878,1894.tif,12_10.tif,6348.85477862,1
25969.317415,1550.tif,12_15.tif,6340.65406721,1
25972.1710683,312.tif,25_63.tif,6299.81237816,1
25972.390148,1270.tif,8_27.tif,6386.41941936,1
25972.6462649,3837.tif,35_74.tif,6289.77082253,1
25973.205116,2859.tif,12_10.tif,6360.60846146,1
25973.5778629,1916.tif,25_3.tif,6308.22264984,1
25974.5188213,1351.tif,12_10.tif,6348.7991778,1
25974.7280448,5298.tif,26_98.tif,6245.32192925,1
25975.9822913,3454.tif,24_19.tif,6306.45026937,1
25981.4920665,1932.tif,24_19.tif,6281.33831281,1
25983.4990138,2584.tif,12_10.tif,6352.60639423,1
25983.6476846,811.tif,12_10.tif,6355.45678925,1
25985.0262844,4301.tif,12_10.tif,6329.51704319,1
25986.4415609,2049.tif,26_98.tif,6245.03586859,1
25987.3566182,2145.tif,12_10.tif,6335.50495225,1
25987.4906638,2609.tif,24_19.tif,6283.00612764,1
25988.5832434,4002.tif,12_10.tif,6349.78605939,1
25989.2156288,4716.tif,24_19.tif,6341.10361057,1
25990.0354559,691.tif,24_19.tif,6321.59070171,1
25993.1687949,548.tif,27_35.tif,6335.75394093,1
25995.7199939,1756.tif,25_39.tif,6316.26171085,1
25996.9310881,334.tif,12_10.tif,6400.17999747,1
26003.4134875,3826.tif,32_8.tif,6353.95892338,1
26007.3048392,4141.tif,46_104.tif,6312.27051068,1
26007.8549096,2676.tif,12_10.tif,6357.93826645,1
26008.4386306,4202.tif,12_10.tif,6354.41098765,1
26009.7019206,863.tif,12_10.tif,6354.50887166,1
26011.0192034,5444.tif,26_98.tif,6310.55639385,1
26012.066104,1568.tif,12_10.tif,6349.54360565,1
26013.2189665,4792.tif,12_10.tif,6373.49668549,1
26015.3716483,4863.tif,24_28.tif,6342.52709888,1
26015.7741188,2278.tif,12_10.tif,6351.67442491,1
26016.2007603,1445.tif,12_10.tif,6355.93698836,1
26017.1485755,5026.tif,12_10.tif,6356.09746621,1
26020.2008063,3817.tif,24_19.tif,6346.84858808,1
26021.9361309,3773.tif,24_19.tif,6335.20457444,1
26023.9892599,5489.tif,12_10.tif,6340.18146428,1
26024.4670647,2739.tif,25_15.tif,6288.72618262,1
26026.5961662,875.tif,12_10.tif,6407.58581683,1
26026.691799,1189.tif,12_10.tif,6349.1964846,1
26029.6609275,2364.tif,25_50.tif,6317.97902814,1
26031.0068764,4317.tif,12_10.tif,6381.45649519,1
26031.7350171,608.tif,12_10.tif,6338.80643339,1
26032.7300143,881.tif,12_10.tif,6358.41843543,1
26032.7432669,2519.tif,12_10.tif,6358.4194577,1
26032.761033,5334.tif,12_10.tif,6358.42283904,1
26033.4368841,250.tif,12_10.tif,6358.59740823,1
26034.6259239,3907.tif,25_15.tif,6288.20308196,1
26038.4806392,3523.tif,18_12.tif,6356.30733996,1
26039.0415722,240.tif,35_88.tif,6322.77099063,1
26039.3308862,4064.tif,12_10.tif,6327.61692899,1
26039.6357501,5338.tif,31_111.tif,6210.97528573,1
26041.3299392,2247.tif,24_19.tif,6315.06999169,1
26041.5335762,3276.tif,24_19.tif,6301.00293604,1
26043.5551721,2202.tif,26_98.tif,6271.26143611,1
26043.6255733,3982.tif,12_10.tif,6359.5539938,1
26044.0834164,1103.tif,12_10.tif,6359.55462277,1
26044.0834164,2377.tif,12_10.tif,6359.55462277,1
26044.4416527,2541.tif,12_10.tif,6386.49919753,1
26045.1397961,3525.tif,19_52.tif,6306.0195052,1
26045.2328652,2306.tif,24_28.tif,6318.61052764,1
26046.3682689,2004.tif,12_10.tif,6401.39961258,1
26048.0097896,4218.tif,35_64.tif,6329.42999013,1
26049.7130886,778.tif,12_10.tif,6356.14246222,1
26050.5944846,163.tif,19_52.tif,6315.05011857,1
26050.8161293,1868.tif,26_98.tif,6259.55725271,1
26051.6372038,788.tif,24_19.tif,6326.9342497,1
26053.9183809,461.tif,12_10.tif,6362.23836397,1
26054.0714477,2011.tif,12_10.tif,6362.32646129,1
26054.0714477,3680.tif,12_10.tif,6362.32646129,1
26054.154755,1549.tif,12_10.tif,6362.338328,1
26054.154755,1571.tif,12_10.tif,6362.338328,1
26054.154755,1889.tif,12_10.tif,6362.338328,1
26054.154755,2312.tif,12_10.tif,6362.338328,1
26054.1839634,2084.tif,25_50.tif,6298.54761036,1
26054.4002234,3323.tif,12_10.tif,6369.36755102,1
26054.6506597,3319.tif,12_10.tif,6377.61083792,1
26055.9224746,1474.tif,24_70.tif,6346.02277021,1
26059.3185061,193.tif,12_10.tif,6353.40278906,1
26059.808307,5182.tif,12_10.tif,6394.68333852,1
26066.6506287,1684.tif,25_50.tif,6303.84644483,1
26068.4818123,1044.tif,12_10.tif,6377.47763618,1
26073.7804892,3864.tif,12_10.tif,6382.413415,1
26073.8725547,2872.tif,19_52.tif,6304.67865954,1
26074.0941933,5306.tif,8_27.tif,6410.49717261,1
26075.6371542,3707.tif,12_10.tif,6388.87595747,1
26075.9343265,801.tif,12_10.tif,6349.27948668,1
26076.4083033,4753.tif,24_19.tif,6324.95280615,1
26076.5735096,1824.tif,25_50.tif,6339.79005962,1
26078.2951322,1850.tif,27_35.tif,6336.99842197,1
26083.2751394,1281.tif,27_35.tif,6353.79823413,1
26086.4288855,277.tif,12_10.tif,6385.23014464,1
26088.5134494,1536.tif,12_10.tif,6364.34882765,1
26089.1149332,1333.tif,24_19.tif,6366.95814342,1
26089.9873898,3446.tif,12_10.tif,6363.84412128,1
26090.0877729,1478.tif,12_10.tif,6368.37546004,1
26091.1761904,3439.tif,24_19.tif,6353.39798848,1
26091.4575292,2757.tif,26_98.tif,6291.7813058,1
26094.729008,5417.tif,20_23.tif,6358.6184034,1
26097.7548076,3331.tif,18_12.tif,6357.96469006,1
26099.1986084,5409.tif,2_41.tif,6368.95980518,1
26099.5908205,2498.tif,27_35.tif,6379.97452973,1
26099.7143854,1504.tif,35_2.tif,6293.08644466,1
26100.4552068,3924.tif,12_10.tif,6330.85057476,1
26100.5120639,1750.tif,12_10.tif,6400.81815083,1
26100.7601422,1809.tif,35_90.tif,6329.43354495,1
26103.4602496,789.tif,24_19.tif,6356.45506552,1
26103.857282,1454.tif,12_71.tif,6373.23810947,1
26104.0764441,1737.tif,12_10.tif,6376.98957189,1
26104.3042619,446.tif,15_98.tif,6337.59970336,1
26108.025586,1030.tif,12_10.tif,6395.54618465,1
26110.3540765,218.tif,24_19.tif,6338.15438436,1
26110.9252613,1366.tif,32_8.tif,6391.16695135,1
26112.035252,2478.tif,27_35.tif,6380.48031107,1
26112.4575825,4102.tif,26_98.tif,6302.23238226,1
26113.3227874,787.tif,12_10.tif,6436.21076411,1
26116.9827698,385.tif,12_10.tif,6390.87881281,1
26117.3593612,2330.tif,35_74.tif,6302.64666628,1
